Αἰακοῦ	*ai)akou=	Αἰακός	*ai)ako/s	n-s---mg-
παρόντε	paro/nte	πάρειμι1	pa/reimi1	v-dppamn-
παρόντε	paro/nte	πάρειμι1	pa/reimi1	v-dppamv-
παρόντε	paro/nte	πάρειμι1	pa/reimi1	v-dppama-
παρόντε	paro/nte	πάρειμι1	pa/reimi1	v-dppann-
παρόντε	paro/nte	πάρειμι1	pa/reimi1	v-dppanv-
παρόντε	paro/nte	πάρειμι1	pa/reimi1	v-dppana-
παρών	parw/n	πάρειμι1	pa/reimi1	v-sppamn-
παρών	parw/n	παρών	parw/n	n-s---mn-
παρών	parw/n	παρών	parw/n	n-s---mv-
παρῆν	parh=n	πάρειμι1	pa/reimi1	v1siia---
παρῆν	parh=n	πάρειμι1	pa/reimi1	v3piia---
παρῆν	parh=n	πάρειμι1	pa/reimi1	v3siia---
παρῇδες	parh=|des	παραείδω	paraei/dw	v2siia---
παρῇδες	parh=|des	παρηίς	parhi/s	n-p---fn-
παρῇδες	parh=|des	παρηίς	parhi/s	n-p---fv-
παρῇδ’	parh=|d'	παραείδω	paraei/dw	v3siia---
παρῇδ’	parh=|d'	παρηίς	parhi/s	n-s---fa-
παρῇδ’	parh=|d'	παρηίς	parhi/s	n-s---fd-
παρῇδ’	parh=|d'	παρηίς	parhi/s	n-d---fn-
παρῇδ’	parh=|d'	παρηίς	parhi/s	n-d---fv-
παρῇδ’	parh=|d'	παρηίς	parhi/s	n-d---fa-
παρῳδοῖς	parw|doi=s	παρῳδέω	parw|de/w	v2spoa---
παρῳδοῖς	parw|doi=s	παρῳδός	parw|do/s	n-p---md-
παρῳδοῖς	parw|doi=s	παρῳδός	parw|do/s	n-p---fd-
παρῳδοῖς	parw|doi=s	παρῳδός	parw|do/s	n-p---nd-
πατρί	patri/	πατήρ	path/r	n-s---md-
πατρί	patri/	πατρίς	patri/s	n-s---fv-
πατρίδα	patri/da	πατρίς	patri/s	n-s---fa-
πατρίδος	patri/dos	πατρίς	patri/s	n-s---fg-
πατρός	patro/s	πατήρ	path/r	n-s---mg-
πατρῷαι	patrw=|ai	πατρῷος	patrw=|os	a-p---fn-
πατρῷαι	patrw=|ai	πατρῷος	patrw=|os	a-p---fv-
πατρῷον	patrw=|on	πατρῷος	patrw=|os	a-s---ma-
πατρῷον	patrw=|on	πατρῷος	patrw=|os	a-s---nn-
πατρῷον	patrw=|on	πατρῷος	patrw=|os	a-s---nv-
πατρῷον	patrw=|on	πατρῷος	patrw=|os	a-s---na-
πατρῷον	patrw=|on	πατρῷος	patrw=|os	n-s---ma-
πατρῷον	patrw=|on	πατρῷος	patrw=|os	n-s---fa-
πατρῷον	patrw=|on	πατρῷος	patrw=|os	n-s---nn-
πατρῷον	patrw=|on	πατρῷος	patrw=|os	n-s---nv-
πατρῷον	patrw=|on	πατρῷος	patrw=|os	n-s---na-
πατέρα	pate/ra	πατήρ	path/r	n-s---ma-
πατήρ	path/r	πατήρ	path/r	n-s---mn-
παυσαίμαν	pausai/man	παύω	pau/w	v1saom---
παίδων	pai/dwn	παῖς	pai=s	n-p---mg-
παίδων	pai/dwn	παῖς	pai=s	n-p---fg-
παύω	pau/w	παύω	pau/w	v1spsa---
παύω	pau/w	παύω	pau/w	v1spia---
παῖ	pai=	παῖς	pai=s	n-s---mv-
παῖ	pai=	παῖς	pai=s	n-s---fv-
παῖδα	pai=da	παῖς	pai=s	n-s---ma-
παῖδα	pai=da	παῖς	pai=s	n-s---fa-
παῖδας	pai=das	παῖς	pai=s	n-p---ma-
παῖδας	pai=das	παῖς	pai=s	n-p---fa-
παῖδες	pai=des	παῖς	pai=s	n-p---mn-
παῖδες	pai=des	παῖς	pai=s	n-p---mv-
παῖδες	pai=des	παῖς	pai=s	n-p---fn-
παῖδες	pai=des	παῖς	pai=s	n-p---fv-
παῖδά	pai=da/	παῖς	pai=s	n-s---ma-
παῖδά	pai=da/	παῖς	pai=s	n-s---fa-
παῖδ’	pai=d'	παῖς	pai=s	n-s---ma-
παῖδ’	pai=d'	παῖς	pai=s	n-s---fa-
παῖδ’	pai=d'	παῖς	pai=s	n-d---mn-
παῖδ’	pai=d'	παῖς	pai=s	n-d---mv-
παῖδ’	pai=d'	παῖς	pai=s	n-d---ma-
παῖδ’	pai=d'	παῖς	pai=s	n-d---fn-
παῖδ’	pai=d'	παῖς	pai=s	n-d---fv-
παῖδ’	pai=d'	παῖς	pai=s	n-d---fa-
παῖς	pai=s	πᾶς	pa=s	n-s---mn-
παῖς	pai=s	πᾶς	pa=s	n-s---mv-
παῖς	pai=s	παῖς	pai=s	n-s---mn-
παῖς	pai=s	παῖς	pai=s	n-s---fn-
παῦσαι	pau=sai	παύω	pau/w	v2samm---
παῦσαι	pau=sai	παύω	pau/w	v--ana---
παῦσαί	pau=sai/	παύω	pau/w	v2samm---
παῦσαί	pau=sai/	παύω	pau/w	v--ana---
πεδίον	pedi/on	πεδάω	peda/w	v-sppamv-
πεδίον	pedi/on	πεδάω	peda/w	v-sppann-
πεδίον	pedi/on	πεδάω	peda/w	v-sppanv-
πεδίον	pedi/on	πεδάω	peda/w	v-sppana-
πεδίον	pedi/on	πεδίον	pedi/on	n-s---nn-
πεδίον	pedi/on	πεδίον	pedi/on	n-s---nv-
πεδίον	pedi/on	πεδίον	pedi/on	n-s---na-
πειθαρχοῦσά	peiqarxou=sa/	πειθαρχέω	peiqarxe/w	v-sppafn-
πειθαρχοῦσά	peiqarxou=sa/	πειθαρχέω	peiqarxe/w	v-sppafv-
πειθώ	peiqw/	Πειθώ	*peiqw/	n-s---fn-
πειθώ	peiqw/	πειθός	peiqo/s	a-d---mn-
πειθώ	peiqw/	πειθός	peiqo/s	a-d---mv-
πειθώ	peiqw/	πειθός	peiqo/s	a-d---ma-
πειθώ	peiqw/	πειθός	peiqo/s	a-d---nn-
πειθώ	peiqw/	πειθός	peiqo/s	a-d---nv-
πειθώ	peiqw/	πειθός	peiqo/s	a-d---na-
πειθώμεθ’	peiqw/meq'	πείθω	pei/qw	v1ppse---
πεισθῇς	peisqh=|s	πείθω	pei/qw	v2sasp---
πεισόμεθ’	peiso/meq'	πάσχω	pa/sxw	v1pfim---
πεισόμεθ’	peiso/meq'	πείθω	pei/qw	v1pasm---
πεισόμεθ’	peiso/meq'	πείθω	pei/qw	v1pfim---
πελάζῃ	pela/zh|	πελάζω	pela/zw	v2spse---
πελάζῃ	pela/zh|	πελάζω	pela/zw	v2spie---
πελάζῃ	pela/zh|	πελάζω	pela/zw	v3spsa---
πεμπέτω	pempe/tw	πέμπω	pe/mpw	v3spma---
πενθεῖν	penqei=n	πενθέω	penqe/w	v--pna---
πεντήκοντα	penth/konta	πεντήκοντα	penth/konta	m--------
πεπρωμένος	peprwme/nos	πόρω	po/rw	v-srpemn-
πεπτωκότα	peptwko/ta	πίπτω	pi/ptw	v-prpann-
πεπτωκότα	peptwko/ta	πίπτω	pi/ptw	v-prpanv-
πεπτωκότα	peptwko/ta	πίπτω	pi/ptw	v-prpana-
πεπτωκότα	peptwko/ta	πίπτω	pi/ptw	v-srpama-
πεπυσμένος	pepusme/nos	πυνθάνομαι	punqa/nomai	v-srpemn-
πεπόνθαμεν	pepo/nqamen	πάσχω	pa/sxw	v1pria---
πεπόνθασ’	pepo/nqas'	πάσχω	pa/sxw	v3pria---
πεπύσμεθ’	pepu/smeq'	πυνθάνομαι	punqa/nomai	v1prie---
πεπύσμεθ’	pepu/smeq'	πυνθάνομαι	punqa/nomai	v1plie---
περιβαλών	peribalw/n	περιβάλλω	periba/llw	v-sapamn-
περιβαλῶ	peribalw=	περιβάλλω	periba/llw	v1sfia---
περιπτύξαι	periptu/cai	περιπτύσσω	periptu/ssw	v--ana---
περιπτύξαι	periptu/cai	περιπτύσσω	periptu/ssw	v3saoa---
περιπτύξαι	periptu/cai	περιπτύσσω	periptu/ssw	v--ana---
περιπτύξαι	periptu/cai	περιπτύσσω	periptu/ssw	v3saoa---
περί	peri/	περί	peri/	r--------
περίβλεπτοι	peri/bleptoi	περίβλεπτος	peri/bleptos	n-p---mn-
περίβλεπτοι	peri/bleptoi	περίβλεπτος	peri/bleptos	n-p---mv-
περίβλεπτοι	peri/bleptoi	περίβλεπτος	peri/bleptos	n-p---fn-
περίβλεπτοι	peri/bleptoi	περίβλεπτος	peri/bleptos	n-p---fv-
περίβολα	peri/bola	περίβολος	peri/bolos	n-p---nn-
περίβολα	peri/bola	περίβολος	peri/bolos	n-p---nv-
περίβολα	peri/bola	περίβολος	peri/bolos	n-p---na-
πεσεῖν	pesei=n	πίπτω	pi/ptw	v--ana---
πεσσῶν	pessw=n	πεσσός	pesso/s	n-p---mg-
πετραίων	petrai/wn	πετραῖος	petrai=os	a-p---fg-
πετραίων	petrai/wn	πετραῖος	petrai=os	a-p---mg-
πετραίων	petrai/wn	πετραῖος	petrai=os	a-p---ng-
πεφραγμένοι	pefragme/noi	φράσσω	fra/ssw	v-prpemn-
πεφραγμένοι	pefragme/noi	φράσσω	fra/ssw	v-prpemv-
πεφραγμένοι	pefragme/noi	φράζω	fra/zw	v-prpemn-
πεφραγμένοι	pefragme/noi	φράζω	fra/zw	v-prpemv-
πεφραγμένους	pefragme/nous	φράσσω	fra/ssw	v-prpema-
πεφραγμένους	pefragme/nous	φράζω	fra/zw	v-prpema-
πεφυκότα	pefuko/ta	φύω	fu/w	v-prpann-
πεφυκότα	pefuko/ta	φύω	fu/w	v-prpanv-
πεφυκότα	pefuko/ta	φύω	fu/w	v-prpana-
πεφυκότα	pefuko/ta	φύω	fu/w	v-srpama-
πεφυκότα	pefuko/ta	φύζω	fu/zw	v-prpann-
πεφυκότα	pefuko/ta	φύζω	fu/zw	v-prpanv-
πεφυκότα	pefuko/ta	φύζω	fu/zw	v-prpana-
πεφυκότα	pefuko/ta	φύζω	fu/zw	v-srpama-
πεφύκασ’	pefu/kas'	φύω	fu/w	v3pria---
πεφύκασ’	pefu/kas'	φύζω	fu/zw	v3pria---
πείθειν	pei/qein	πείθω	pei/qw	v--pna---
πείθεσθαι	pei/qesqai	πείθω	pei/qw	v--pne---
πείσεσθαι	pei/sesqai	πάσχω	pa/sxw	v--fnm---
πείσεσθαι	pei/sesqai	πείθω	pei/qw	v--fnm---
πείσομαι	pei/somai	πάσχω	pa/sxw	v1sfim---
πείσομαι	pei/somai	πείθω	pei/qw	v1sasm---
πείσομαι	pei/somai	πείθω	pei/qw	v1sfim---
πεύθῃ	peu/qh|	πεύθη	peu/qh	n-s---fd-
πεύθῃ	peu/qh|	πεύθομαι	peu/qomai	v2spse---
πεύθῃ	peu/qh|	πεύθομαι	peu/qomai	v2spie---
πεύκην	peu/khn	πεύκη	peu/kh	n-s---fa-
πεύσῃ	peu/sh|	πεῦσις	peu=sis	n-s---fd-
πεύσῃ	peu/sh|	πυνθάνομαι	punqa/nomai	v2sfim---
πημανεῖ	phmanei=	πημαίνω	phmai/nw	v2sfim---
πημανεῖ	phmanei=	πημαίνω	phmai/nw	v3sfia---
πιθοῦ	piqou=	πείθω	pei/qw	v2samm---
πιθοῦ	piqou=	πιθέω	piqe/w	v2spme---
πιθοῦ	piqou=	πιθόω	piqo/w	v2spme---
πιθοῦ	piqou=	πιθόω	piqo/w	v2siie---
πικρούς	pikrou/s	πικρός	pikro/s	a-p---ma-
πικράν	pikra/n	πικρός	pikro/s	a-s---fa-
πικρόν	pikro/n	πικρός	pikro/s	a-s---ma-
πικρόν	pikro/n	πικρός	pikro/s	a-s---nn-
πικρόν	pikro/n	πικρός	pikro/s	a-s---nv-
πικρόν	pikro/n	πικρός	pikro/s	a-s---na-
πιστόν	pisto/n	πιστόν	pisto/n	n-s---nn-
πιστόν	pisto/n	πιστόν	pisto/n	n-s---nv-
πιστόν	pisto/n	πιστόν	pisto/n	n-s---na-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---ma-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---nn-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---nv-
πιστόν	pisto/n	πιστόσ1	pisto/s1	a-s---na-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---ma-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---nn-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---nv-
πιστόν	pisto/n	πιστόσ2	pisto/s2	a-s---na-
πιστός	pisto/s	πιστόσ1	pisto/s1	a-s---mn-
πιστός	pisto/s	πιστόσ2	pisto/s2	a-s---mn-
πλεονεξίαν	pleoneci/an	πλεονεξία	pleoneci/a	n-s---fa-
πλεύσασ’	pleu/sas'	πλέω	ple/w	v-sapafn-
πλεύσασ’	pleu/sas'	πλέω	ple/w	v-sapafv-
πλεύσασ’	pleu/sas'	πλέω	ple/w	v-papamd-
πλεύσασ’	pleu/sas'	πλέω	ple/w	v-papand-
πλεύσασ’	pleu/sas'	πλέω	ple/w	v-papafn-
πλεύσασ’	pleu/sas'	πλέω	ple/w	v-papafv-
πλεῖν	plei=n	πλέω	ple/w	v--pna---
πλεῖν	plei=n	πλείων	plei/wn	n-s---nn-
πλεῖν	plei=n	πλείων	plei/wn	n-s---nv-
πλεῖν	plei=n	πλείων	plei/wn	n-s---na-
πληγῆς	plhgh=s	πληγή	plhgh/	n-s---fg-
πλησία	plhsi/a	πλήσιος	plh/sios	a-d---fn-
πλησία	plhsi/a	πλήσιος	plh/sios	a-d---fv-
πλησία	plhsi/a	πλήσιος	plh/sios	a-d---fa-
πλησία	plhsi/a	πλήσιος	plh/sios	a-s---fn-
πλησία	plhsi/a	πλήσιος	plh/sios	a-s---fv-
πλησία	plhsi/a	πλησίος	plhsi/os	a-p---nn-
πλησία	plhsi/a	πλησίος	plhsi/os	a-p---nv-
πλησία	plhsi/a	πλησίος	plhsi/os	a-p---na-
πλησία	plhsi/a	πλησίος	plhsi/os	a-d---fn-
πλησία	plhsi/a	πλησίος	plhsi/os	a-d---fv-
πλησία	plhsi/a	πλησίος	plhsi/os	a-d---fa-
πλησία	plhsi/a	πλησίος	plhsi/os	a-s---fn-
πλησία	plhsi/a	πλησίος	plhsi/os	a-s---fv-
πλησίον	plhsi/on	πίμπλημι	pi/mplhmi	v-sfpamv-
πλησίον	plhsi/on	πίμπλημι	pi/mplhmi	v-sfpann-
πλησίον	plhsi/on	πίμπλημι	pi/mplhmi	v-sfpanv-
πλησίον	plhsi/on	πίμπλημι	pi/mplhmi	v-sfpana-
πλησίον	plhsi/on	πλησίος	plhsi/os	d--------
πλησίον	plhsi/on	πλησίος	plhsi/os	a-s---ma-
πλησίον	plhsi/on	πλησίος	plhsi/os	a-s---nn-
πλησίον	plhsi/on	πλησίος	plhsi/os	a-s---nv-
πλησίον	plhsi/on	πλησίος	plhsi/os	a-s---na-
πλοκάμους	ploka/mous	πλόκαμος	plo/kamos	n-p---ma-
πλοκάς	ploka/s	πλοκάς	ploka/s	n-s---fn-
πλοκάς	ploka/s	πλοκή	plokh/	n-p---fa-
πλοῦν	plou=n	πλόος	plo/os	n-s---ma-
πλοῦς	plou=s	πλόος	plo/os	n-p---ma-
πλοῦς	plou=s	πλόος	plo/os	n-s---mn-
πλάγια	pla/gia	πλάγιον	pla/gion	n-p---nn-
πλάγια	pla/gia	πλάγιον	pla/gion	n-p---nv-
πλάγια	pla/gia	πλάγιον	pla/gion	n-p---na-
πλάγια	pla/gia	πλάγιος	pla/gios	a-p---nn-
πλάγια	pla/gia	πλάγιος	pla/gios	a-p---nv-
πλάγια	pla/gia	πλάγιος	pla/gios	a-p---na-
πλάγια	pla/gia	πλάγιος	pla/gios	n-p---nn-
πλάγια	pla/gia	πλάγιος	pla/gios	n-p---nv-
πλάγια	pla/gia	πλάγιος	pla/gios	n-p---na-
πλάταις	pla/tais	πλάτη	pla/th	n-p---fd-
πλάταις	pla/tais	πλάτης	pla/ths	n-p---md-
πλάταισιν	pla/taisin	πλάτη	pla/th	n-p---fd-
πλάταισιν	pla/taisin	πλάτης	pla/ths	n-p---md-
πλάτας	pla/tas	πλάτη	pla/th	n-p---fa-
πλάτας	pla/tas	πλάτη	pla/th	n-s---fg-
πλάτας	pla/tas	πλάτης	pla/ths	n-p---ma-
πλάτας	pla/tas	πλάτης	pla/ths	n-s---mn-
πλέον	ple/on	πλέος	ple/os	n-s---ma-
πλέον	ple/on	πλέος	ple/os	n-s---nn-
πλέον	ple/on	πλέος	ple/os	n-s---nv-
πλέον	ple/on	πλέος	ple/os	n-s---na-
πλέον	ple/on	πλέω	ple/w	v-sppamv-
πλέον	ple/on	πλέω	ple/w	v-sppann-
πλέον	ple/on	πλέω	ple/w	v-sppanv-
πλέον	ple/on	πλέω	ple/w	v-sppana-
πλέον	ple/on	πλέω	ple/w	v3piia---
πλέον	ple/on	πλέω	ple/w	v1siia---
πλέον	ple/on	πλέως	ple/ws	a-s---ma-
πλέον	ple/on	πλέως	ple/ws	a-s---nn-
πλέον	ple/on	πλέως	ple/ws	a-s---nv-
πλέον	ple/on	πλέως	ple/ws	a-s---na-
πλέον	ple/on	πλείων	plei/wn	a-s---mv-
πλέον	ple/on	πλείων	plei/wn	a-s---fv-
πλέον	ple/on	πλείων	plei/wn	a-s---nn-
πλέον	ple/on	πλείων	plei/wn	a-s---nv-
πλέον	ple/on	πλείων	plei/wn	a-s---na-
πλήν	plh/n	πλήν	plh/n	r--------
πλήξειεν	plh/ceien	πλήσσω	plh/ssw	v3saoa---
πλήσαιμι	plh/saimi	πίμπλημι	pi/mplhmi	v1saoa---
πλόκαμον	plo/kamon	πλόκαμος	plo/kamos	n-s---ma-
πλόκαμος	plo/kamos	πλόκαμος	plo/kamos	n-s---mn-
πνείων	pnei/wn	πνέω	pne/w	v-sppamn-
πνεύσωσ’	pneu/sws'	πνέω	pne/w	v3pasa---
πνεῦσαι	pneu=sai	πνέω	pne/w	v2samm---
πνεῦσαι	pneu=sai	πνέω	pne/w	v--ana---
πνοαί	pnoai/	πνοή	pnoh/	n-p---fn-
πνοαί	pnoai/	πνοή	pnoh/	n-p---fv-
πνοαῖς	pnoai=s	πνοή	pnoh/	n-p---fd-
ποδοῖν	podoi=n	πούς	pou/s	n-d---mg-
ποδοῖν	podoi=n	πούς	pou/s	n-d---md-
ποδός	podo/s	πούς	pou/s	n-s---mg-
ποδῶν	podw=n	ποδόω	podo/w	v-sppamv-
ποδῶν	podw=n	ποδόω	podo/w	v-sppann-
ποδῶν	podw=n	ποδόω	podo/w	v-sppanv-
ποδῶν	podw=n	ποδόω	podo/w	v-sppana-
ποδῶν	podw=n	ποδόω	podo/w	v-sppamn-
ποδῶν	podw=n	ποδόω	podo/w	v--pna---
ποδῶν	podw=n	πούς	pou/s	n-p---mg-
ποθῶ	poqw=	πίνω	pi/nw	v1sasp---
ποθῶ	poqw=	ποθέω	poqe/w	v1spsa---
ποθῶ	poqw=	ποθέω	poqe/w	v1spia---
ποικιλοδέρμονας	poikilode/rmonas	ποικιλοδέρμων	poikilode/rmwn	n-p---ma-
ποικιλοδέρμονας	poikilode/rmonas	ποικιλοδέρμων	poikilode/rmwn	n-p---fa-
ποικίλος	poiki/los	ποικίλος	poiki/los	a-s---mn-
ποιούμεθα	poiou/meqa	ποιέω	poie/w	v1ppie---
ποιούμεθα	poiou/meqa	ποιέω	poie/w	v1piie---
ποιούμεθα	poiou/meqa	ποιόω	poio/w	v1ppie---
ποιούμεθα	poiou/meqa	ποιόω	poio/w	v1piie---
πολιτῶν	politw=n	πολίτης	poli/ths	n-p---mg-
πολλαί	pollai/	πολύς	polu/s	a-p---fn-
πολλαί	pollai/	πολύς	polu/s	a-p---fv-
πολλοῖς	polloi=s	πολύς	polu/s	a-p---md-
πολλοῖς	polloi=s	πολύς	polu/s	a-p---nd-
πολλοῖσιν	polloi=sin	πολύς	polu/s	a-p---md-
πολλοῖσιν	polloi=sin	πολύς	polu/s	a-p---nd-
πολλά	polla/	πολύς	polu/s	a-d---fn-
πολλά	polla/	πολύς	polu/s	a-d---fv-
πολλά	polla/	πολύς	polu/s	a-d---fa-
πολλά	polla/	πολύς	polu/s	a-s---fn-
πολλά	polla/	πολύς	polu/s	a-s---fv-
πολλά	polla/	πολύς	polu/s	a-p---nn-
πολλά	polla/	πολύς	polu/s	a-p---nv-
πολλά	polla/	πολύς	polu/s	a-p---na-
πολλάν	polla/n	πολύς	polu/s	a-s---fa-
πολλάς	polla/s	πολύς	polu/s	a-p---fa-
πολλῷ	pollw=|	πολύς	polu/s	a-s---md-
πολλῷ	pollw=|	πολύς	polu/s	a-s---nd-
πολυκλαύτους	poluklau/tous	πολύκλαυστος	polu/klaustos	a-p---ma-
πολυκλαύτους	poluklau/tous	πολύκλαυστος	polu/klaustos	n-p---ma-
πολυκλαύτους	poluklau/tous	πολύκλαυστος	polu/klaustos	n-p---fa-
πολυκλαύτους	poluklau/tous	πολύκλαυτος	polu/klautos	n-p---ma-
πολυκλαύτους	poluklau/tous	πολύκλαυτος	polu/klautos	n-p---fa-
πολυπλόκοις	poluplo/kois	πολύπλοκος	polu/plokos	n-p---md-
πολυπλόκοις	poluplo/kois	πολύπλοκος	polu/plokos	n-p---fd-
πολυπλόκοις	poluplo/kois	πολύπλοκος	polu/plokos	n-p---nd-
πολύ	polu/	πολύς	polu/s	n-s---nn-
πολύ	polu/	πολύς	polu/s	n-s---nv-
πολύ	polu/	πολύς	polu/s	n-s---na-
πολύθυτον	polu/quton	πολύθυτος	polu/qutos	n-s---ma-
πολύθυτον	polu/quton	πολύθυτος	polu/qutos	n-s---fa-
πολύθυτον	polu/quton	πολύθυτος	polu/qutos	n-s---nn-
πολύθυτον	polu/quton	πολύθυτος	polu/qutos	n-s---nv-
πολύθυτον	polu/quton	πολύθυτος	polu/qutos	n-s---na-
πολύκλαυτος	polu/klautos	πολύκλαυστος	polu/klaustos	a-s---mn-
πολύκλαυτος	polu/klautos	πολύκλαυστος	polu/klaustos	n-s---mn-
πολύκλαυτος	polu/klautos	πολύκλαυστος	polu/klaustos	n-s---fn-
πολύκλαυτος	polu/klautos	πολύκλαυτος	polu/klautos	n-s---mn-
πολύκλαυτος	polu/klautos	πολύκλαυτος	polu/klautos	n-s---fn-
πολύμοχθον	polu/moxqon	πολύμοχθος	polu/moxqos	n-s---ma-
πολύμοχθον	polu/moxqon	πολύμοχθος	polu/moxqos	n-s---fa-
πολύμοχθον	polu/moxqon	πολύμοχθος	polu/moxqos	n-s---nn-
πολύμοχθον	polu/moxqon	πολύμοχθος	polu/moxqos	n-s---nv-
πολύμοχθον	polu/moxqon	πολύμοχθος	polu/moxqos	n-s---na-
πολύν	polu/n	πολύς	polu/s	n-s---ma-
πολύχρυσοι	polu/xrusoi	πολύχρυσος	polu/xrusos	n-p---mn-
πολύχρυσοι	polu/xrusoi	πολύχρυσος	polu/xrusos	n-p---mv-
πολύχρυσοι	polu/xrusoi	πολύχρυσος	polu/xrusos	n-p---fn-
πολύχρυσοι	polu/xrusoi	πολύχρυσος	polu/xrusos	n-p---fv-
πομπαίαν	pompai/an	πομπαῖος	pompai=os	a-s---fa-
πομπαῖς	pompai=s	πομπή	pomph/	n-p---fd-
πομπάν	pompa/n	πομπή	pomph/	n-s---fa-
πομπῆς	pomph=s	πομπεύς	pompeu/s	n-p---mn-
πομπῆς	pomph=s	πομπεύς	pompeu/s	n-p---mn-
πομπῆς	pomph=s	πομπεύς	pompeu/s	n-p---mv-
πομπῆς	pomph=s	πομπή	pomph/	n-s---fg-
πονεῖν	ponei=n	πονέω	pone/w	v--pna---
πονεῖς	ponei=s	πονέω	pone/w	v2spia---
πονηροῦ	ponhrou=	πονηρός	ponhro/s	a-s---mg-
πονηροῦ	ponhrou=	πονηρός	ponhro/s	a-s---ng-
πονηρά	ponhra/	πονηρός	ponhro/s	a-p---nn-
πονηρά	ponhra/	πονηρός	ponhro/s	a-p---nv-
πονηρά	ponhra/	πονηρός	ponhro/s	a-p---na-
πονηρά	ponhra/	πονηρός	ponhro/s	a-d---fn-
πονηρά	ponhra/	πονηρός	ponhro/s	a-d---fv-
πονηρά	ponhra/	πονηρός	ponhro/s	a-d---fa-
πονηρά	ponhra/	πονηρός	ponhro/s	a-s---fn-
πονηρά	ponhra/	πονηρός	ponhro/s	a-s---fv-
πονηράν	ponhra/n	πονηρός	ponhro/s	a-s---fa-
πονηράς	ponhra/s	πονηρός	ponhro/s	a-p---fa-
πονηρόν	ponhro/n	πονηρός	ponhro/s	a-s---ma-
πονηρόν	ponhro/n	πονηρός	ponhro/s	a-s---nn-
πονηρόν	ponhro/n	πονηρός	ponhro/s	a-s---nv-
πονηρόν	ponhro/n	πονηρός	ponhro/s	a-s---na-
ποντίας	ponti/as	πόντιος	po/ntios	a-p---fa-
ποντίας	ponti/as	πόντιος	po/ntios	a-s---fg-
πορευτέον	poreute/on	πορευτέος	poreute/os	n-s---ma-
πορευτέον	poreute/on	πορευτέος	poreute/os	n-s---nn-
πορευτέον	poreute/on	πορευτέος	poreute/os	n-s---nv-
πορευτέον	poreute/on	πορευτέος	poreute/os	n-s---na-
πορεύεθ’	poreu/eq'	πορεύω	poreu/w	v2ppma---
πορεύεθ’	poreu/eq'	πορεύω	poreu/w	v2ppia---
πορεύεθ’	poreu/eq'	πορεύω	poreu/w	v3spie---
πορεύεθ’	poreu/eq'	πορεύω	poreu/w	v3siie---
πορεύεθ’	poreu/eq'	πορεύω	poreu/w	v2piia---
πορεύηται	poreu/htai	πορεύω	poreu/w	v3spse---
πορεύσατ’	poreu/sat'	πορεύω	poreu/w	v2pama---
πορεύσατ’	poreu/sat'	πορεύω	poreu/w	v3saim---
πορεύσατ’	poreu/sat'	πορεύω	poreu/w	v2paia---
πορεύσομαι	poreu/somai	πορεύω	poreu/w	v1sasm---
πορεύσομαι	poreu/somai	πορεύω	poreu/w	v1sfim---
πορθμεύει	porqmeu/ei	πορθμεύω	porqmeu/w	v2spie---
πορθμεύει	porqmeu/ei	πορθμεύω	porqmeu/w	v3spia---
πορθμός	porqmo/s	πορθμός	porqmo/s	n-s---mn-
πορίζω	pori/zw	πορίζω	pori/zw	v1spsa---
